ITAG,cluster,symbol,gene_name
Solyc02g065530,26,GATL2,Encodes a protein with  putative galacturonosyltransferase activity.
Solyc02g065570,26,NA,NA
Solyc02g068900,26,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G45020.1); similar to Glutathione S-transferase, C-terminal-like [Medicago truncatula] (GB:ABC75353.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Glutathione S-transferase, C-terminal-like; (InterPro:IPR010987); contains InterPro domain Glutathione S-transferase, C-terminal; (InterPro:IPR004046)"
Solyc02g071980,26,NA,NA
Solyc02g072000,26,NA,NA
Solyc02g079640,26,NA,NA
Solyc02g084400,26,NA,ABC1 family protein; similar to ABC1 family protein [Arabidopsis thaliana] (TAIR:AT1G61640.1); similar to H0112G12.2 [Oryza sativa (indica cultivar-group)] (GB:CAH67057.1); similar to putative 62.8 kDa protein [Oryza sativa (japonica cultivar-group)] (GB:AAL87193.1); similar to Protein kinase-like [Medicago truncatula] (GB:ABD32343.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain ABC-1; (InterPro:IPR004147)
Solyc02g086500,26,NA,NA
Solyc02g089250,26,NA,NA
Solyc02g091690,26,NA,NA
Solyc02g092820,26,GH3.1,encodes a protein similar to IAA-amido synthases. Lines carrying an insertion in this gene are hypersensitive to auxin.
Solyc02g093180,26,NA,NA
Solyc03g006173,26,NA,NA
Solyc03g007470,26,UBC9,ubiquitin conjugating enzyme
Solyc03g031800,26,XTH8,"xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative; Identical to Probable xyloglucan endotransglucosylase/hydrolase protein 8 precursor (EC 2.4.1.207) (At-XTH8) (XTH-8) (XTH8) [Arabidopsis Thaliana] (GB:Q8L9A9;GB:Q9LPY1); similar to xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative [Arabidopsis thaliana] (TAIR:AT4G37800.1); similar to xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative [Arabidopsis thaliana] (TAIR:AT5G65730.1); similar to putative endoxyloglucan transferase [Oryza sativa (japonica cultivar-group)] (GB:BAC45142.1); contains InterPro domain Beta-glucanase; (InterPro:IPR008264); contains InterPro domain Glycoside hydrolase, family 16, active site; (InterPro:IPR008263); contains InterPro domain Concanavalin A-like lectin/glucanase, subgroup; (InterPro:IPR013320); contains InterPro domain Concanavalin A-like lectin/glucanase; (InterPro:IPR008985); contains InterPro domain Glycoside hydrolase, family 16; (InterPro:IPR000757); contains InterPro domain Xyloglucan endo-transglycosylase, C-terminal; (InterPro:IPR010713)"
Solyc03g034320,26,NA,catalytic; similar to catalytic [Arabidopsis thaliana] (TAIR:AT1G66860.1); similar to Os01g0138800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001041973.1); similar to Anthranilate synthase component II [Fusobacterium nucleatum subsp. nucleatum ATCC 25586] (GB:NP_603402.1); contains InterPro domain Peptidase C26; (InterPro:IPR011697)
Solyc03g034453,26,NA,NA
Solyc03g044740,26,ATMES10,"hydrolase; similar to esterase, putative [Arabidopsis thaliana] (TAIR:AT2G23620.1); similar to salicylic acid-binding protein 2 [Nicotiana tabacum] (GB:AAR87711.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073)"
Solyc03g046203,26,NA,NA
Solyc03g053027,26,NA,NA
Solyc03g078360,26,NA,NA
Solyc03g082540,26,NA,NA
Solyc03g093360,26,NA,"lipid-associated family protein; similar to lipid-associated family protein [Arabidopsis thaliana] (TAIR:AT2G22170.1); similar to dehydration stress-induced protein [Brassica napus] (GB:AAK01359.1); contains InterPro domain Lipoxygenase, LH2; (InterPro:IPR001024); contains InterPro domain Lipase/lipooxygenase, PLAT/LH2; (InterPro:IPR008976)"
Solyc03g095310,26,CYP714A1,member of CYP714A
Solyc03g096135,26,NA,NA
Solyc03g096780,26,NA,NA
Solyc03g098060,26,NA,NA
Solyc03g111120,26,MLS,Encodes a protein with malate synthase activity.
Solyc03g113910,26,NA,NA
Solyc04g006960,26,NA,ABC transporter family protein; Identical to White-brown complex homolog protein 21 (WBC21) [Arabidopsis Thaliana] (GB:Q7XA72;GB:Q9LI82); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT1G31770.1); similar to ABC transporter-like protein [Brassica rapa] (GB:ABB97034.1); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)
Solyc04g006970,26,ATPPC4,Encodes one of four Arabidopsis phosphoenolpyruvate carboxylase proteins.
Solyc04g007100,26,PDF1,one of three genes encoding the protein phosphatase 2A regulatory subunit
Solyc04g008200,26,NA,NA
Solyc04g014810,26,NA,armadillo/beta-catenin repeat family protein; similar to armadillo/beta-catenin repeat family protein / U-box domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G23140.1); similar to IMP dehydrogenase/GMP reductase [Medicago truncatula] (GB:ABE88245.1); contains InterPro domain Armadillo; (InterPro:IPR000225); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989)
Solyc04g017805,26,NA,NA
Solyc04g049800,26,NA,NA
Solyc04g050620,26,NA,NA
Solyc04g050621,26,NA,NA
Solyc04g053130,26,2-Sep,stress enhanced protein 2 (SEP2) chlorophyll a/b-binding protein
Solyc04g071155,26,NA,NA
Solyc04g074850,26,NA,"ripening-responsive protein, putative; similar to antiporter [Arabidopsis thaliana] (TAIR:AT5G10420.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT5G44050.1); similar to ripening regulated protein DDTFR18 [Lycopersicon esculentum] (GB:AAG49032.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
Solyc04g077850,26,NA,armadillo/beta-catenin repeat family protein; similar to armadillo/beta-catenin repeat family protein [Arabidopsis thaliana] (TAIR:AT5G58680.1); similar to Os07g0587500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060138.1); similar to Os03g0435300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050437.1); similar to IMP dehydrogenase/GMP reductase [Medicago truncatula] (GB:ABE88245.1); contains InterPro domain Armadillo; (InterPro:IPR000225); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989)
Solyc04g079320,26,ATDUF3,"HEMD; uroporphyrinogen-III synthase; similar to Os03g0186100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049201.1); similar to DNA replication licensing factor, MCM5 component (ISS) [Ostreococcus tauri] (GB:CAL57202.1); contains InterPro domain Uroporphyrinogen III synthase HEM4; (InterPro:IPR003754)"
Solyc05g005090,26,KNAT6,"homeodomain transcription factor KNAT6, belonging to class I of KN transcription factor family (which also includes KNAT1 and KNAT2). Expression is increased in as and bop1 leaf mutants."
Solyc05g006620,26,NA,NA
Solyc05g007000,26,ATNRT1:2,Encodes an inducible component of low-affinity nitrate uptake. mRNA found primarily in root hairs and the epidermis of roots.
Solyc05g012450,26,QUL1,"dehydration-responsive protein-related; similar to dehydration-responsive protein-related [Arabidopsis thaliana] (TAIR:AT1G78240.1); similar to dehydration-responsive protein-related [Arabidopsis thaliana] (TAIR:AT2G03480.1); similar to Os02g0755000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048160.1); similar to Putative methyltransferase, putative [Medicago truncatula] (GB:ABE90949.1); contains InterPro domain Protein of unknown function DUF248, methyltransferase putative; (InterPro:IPR004159); contains InterPro domain SAM (and some other nucleotide) binding motif; (InterPro:IPR000051); contains InterPro domain Generic methyltransferase; (InterPro:IPR001601)"
Solyc05g013450,26,RSH2,MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT3G26590.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT5G38030.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G23300.1); similar to integral membrane protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87151.1); similar to Os08g0550200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062445.1); similar to putative anthocyanin permease [Lycopersicon esculentum] (GB:AAQ55183.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)
Solyc05g021510,26,NA,NA
Solyc05g024415,26,NA,NA
Solyc05g052040,26,NA,NA
Solyc05g052055,26,NA,NA
Solyc05g052080,26,NA,NA
Solyc05g052090,26,NA,NA
Solyc05g053070,26,NA,NA
Solyc05g053080,26,NA,NA
Solyc06g050315,26,NA,NA
Solyc06g053440,26,NA,NA
Solyc06g054240,26,NA,NA
Solyc06g060090,26,NA,NA
Solyc06g068880,26,SCPL45,"SCPL45; serine carboxypeptidase; similar to SCPL46 (serine carboxypeptidase-like 46), serine carboxypeptidase [Arabidopsis thaliana] (TAIR:AT2G33530.1); similar to Os04g0396800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052663.1); similar to Serine carboxypeptidase family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA93967.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Peptidase S10, serine carboxypeptidase; (InterPro:IPR001563)"
Solyc07g007750,26,NA,NA
Solyc07g008015,26,NA,NA
Solyc07g021710,26,NA,NA
Solyc07g049180,26,CERK1,"protein kinase family protein; similar to protein kinase family protein / peptidoglycan-binding LysM domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G51940.1); similar to LysM domain-containing receptor-like kinase 7 [Medicago truncatula] (GB:AAQ73158.1); similar to Nod-factor receptor 1a [Lotus japonicus] (GB:CAE02589.1); similar to Nod-factor receptor 1b [Lotus japonicus] (GB:CAE02590.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Peptidoglycan-binding LysM; (InterPro:IPR002482)"
Solyc07g051820,26,NA,NA
Solyc07g054370,26,NA,NA
Solyc07g062120,26,NA,nodulin MtN3 family protein; similar to nodulin MtN3 family protein [Arabidopsis thaliana] (TAIR:AT1G21460.1); similar to senescence-associated protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAB92465.1); similar to Os01g0541800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043270.1); similar to Os01g0700100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043983.1); contains InterPro domain MtN3 and saliva related transmembrane protein; (InterPro:IPR004316)
Solyc08g005800,26,NA,"pectinacetylesterase family protein; similar to pectinacetylesterase, putative [Arabidopsis thaliana] (TAIR:AT4G19410.1); similar to pectinacetylesterase precursor [Vigna radiata var. radiata] (GB:CAA67728.1); contains InterPro domain Pectinacetylesterase; (InterPro:IPR004963)"
Solyc08g008620,26,NA,"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT3G50400.1); similar to H0404F02.4 [Oryza sativa (indica cultivar-group)] (GB:CAH66728.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)"
Solyc08g008640,26,NA,NA
Solyc08g008650,26,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G09570.1); similar to unknown [Sorghum bicolor] (GB:AAQ06259.1); contains InterPro domain Lung seven transmembrane receptor; (InterPro:IPR009637)
Solyc08g014380,26,NA,NA
Solyc08g014430,26,NA,NA
Solyc08g065610,26,GAMMA-VPE,Encodes a vacuolar processing enzyme belonging to a novel group of cysteine proteinases that is expressed in vegetative organs and is upregulated in association with various types of cell death and under stressed conditions. They are essential in processing seed storage proteins and for mediating the susceptible response of toxin-induced cell death.
Solyc08g066840,26,TIP4;1,"TIP4;1 (tonoplast intrinsic protein 4;1); water channel; Identical to Aquaporin TIP4.1 (Tonoplast intrinsic protein 4.1) (Epsilon-tonoplast intrinsic protein) (Epsilon-TIP) (TIP4.1) [Arabidopsis Thaliana] (GB:O82316;GB:Q53XD1); similar to GAMMA-TIP (Tonoplast intrinsic protein (TIP) gamma), water channel [Arabidopsis thaliana] (TAIR:AT2G36830.1); similar to aquaglyceroporin; tonoplast intrinsic protein (TIPa) [Nicotiana tabacum] (GB:CAB40742.1); contains InterPro domain Aquaporin; (InterPro:IPR012269); contains InterPro domain Major intrinsic protein; (InterPro:IPR000425)"
Solyc08g066900,26,NA,NA
Solyc08g077300,26,PYR6,"uridylate kinase / uridine monophosphate kinase / UMP kinase (PYR6); Identical to Uridylate kinase (EC 2.7.4.-) (UK) (Uridine monophosphate kinase) (UMP kinase) (UMP/CMP kinase) (PYR6) [Arabidopsis Thaliana] (GB:O04905); similar to uridylate kinase, putative / uridine monophosphate kinase, putative / UMP kinase, putative [Arabidopsis thaliana] (TAIR:AT3G60180.1); similar to Os02g0778400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048295.1); similar to Os07g0624700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060327.1); similar to UMP/CMP kinase b [Oryza sativa] (GB:AAF23372.1); contains InterPro domain Adenylate/cytidine kinase, N-terminal; (InterPro:IPR011769); contains InterPro domain Adenylate kinase; (InterPro:IPR000850); contains InterPro domain UMP-CMP kinase; (InterPro:IPR006266)"
Solyc08g079690,26,NA,NA
Solyc09g007820,26,NA,phototropic-responsive NPH3 family protein; similar to phototropic-responsive NPH3 family protein [Arabidopsis thaliana] (TAIR:AT1G30440.1); similar to BTB/POZ; NPH3 [Medicago truncatula] (GB:ABE93313.1); contains InterPro domain NPH3; (InterPro:IPR004249); contains InterPro domain BTB; (InterPro:IPR000210)
Solyc09g008490,26,NA,binding; similar to Hypothetical protein [Oryza sativa] (GB:AAK98733.1); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain HEAT; (InterPro:IPR000357)
Solyc09g009420,26,NA,NA
Solyc09g011550,26,NA,NA
Solyc09g013150,26,PHT4;2,transporter-related; similar to carbohydrate transporter/ sugar porter [Arabidopsis thaliana] (TAIR:AT3G46980.3); similar to Os05g0451100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055705.1); similar to putative glutamate transporter [Oryza sativa (japonica cultivar-group)] (GB:BAB84388.1); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain Major facilitator superfamily MFS_1; (InterPro:IPR011701)
Solyc09g031522,26,NA,NA
Solyc09g059650,26,NA,NA
Solyc09g065630,26,NA,NA
Solyc09g065670,26,NA,NA
Solyc09g075760,26,NA,NA
Solyc09g075970,26,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G22410.1); similar to Cellular retinaldehyde-binding/triple function, N-terminal [Medicago truncatula] (GB:ABE78877.1); similar to Os03g0219100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049398.1); similar to Os03g0724100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051120.1); contains InterPro domain Phosphatidylinositol transfer protein-like, N-terminal; (InterPro:IPR011074); contains InterPro domain Cellular retinaldehyde-binding/triple function, C-terminal; (InterPro:IPR001251)"
Solyc09g082630,26,ARD4,"ATARD4; acireductone dioxygenase (Fe2+-requiring)/ metal ion binding; Identical to 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 4 (EC 1.13.-.-) (Aci-reductone dioxygenase 4) (ARD4) [Arabidopsis Thaliana] (GB:Q8H185;GB:Q8LCE2;GB:Q9FG79); similar to ATARD2, metal ion binding [Arabidopsis thaliana] (TAIR:AT4G14710.2); similar to ARD-like protein [Brassica juncea] (GB:AAR03591.1); contains InterPro domain Cupin, RmlC-type; (InterPro:IPR011051); contains InterPro domain Cupin region; (InterPro:IPR007113); contains InterPro domain Acireductone dioxygenase, ARD; (InterPro:IPR004313)"
Solyc09g091260,26,NA,"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT2G33170.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G34110.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G17230.1); similar to Leucine Rich Repeat family protein [Solanum demissum] (GB:AAT40539.2); similar to Receptor-like protein kinase precursor (GB:P93194); similar to putative LRR receptor-like kinase [Oryza sativa (japonica cultivar-group)] (GB:BAC84715.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
Solyc09g091790,26,NA,NA
Solyc09g092560,26,NA,NA
Solyc09g092580,26,NA,NA
Solyc09g092585,26,NA,NA
Solyc09g092605,26,NA,NA
Solyc10g007830,26,AtRLP29,"leucine-rich repeat family protein; similar to TMM (TOO MANY MOUTHS), protein binding [Arabidopsis thaliana] (TAIR:AT1G80080.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAS72353.1); similar to putative leucine-rich repeat protein [Oryza sativa (japonica cultivar-group)] (GB:AAT47071.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090)"
Solyc10g008120,26,NA,NA
Solyc10g009550,26,NA,NA
Solyc10g055670,26,NA,"(VACUOLAR ATP SYNTHASE SUBUNIT B2); hydrogen ion transporting ATP synthase, rotational mechanism; similar to (VACUOLAR ATP SYNTHASE SUBUNIT B3), ATP binding / hydrogen ion transporting ATP synthase, rotational mechanism / hydrogen ion transporting ATPase, rotational mechanism / hydrogen-exporting ATPase, phosphorylative mechanism [Arabidopsis thaliana] (TAIR:AT1G20260.2); similar to (VACUOLAR ATP SYNTHASE SUBUNIT B1), hydrogen ion transporting ATP synthase, rotational mechanism [Arabidopsis thaliana] (TAIR:AT1G76030.1); similar to Vacuolar ATP synthase subunit B isoform 2 (V-ATPase B subunit 2) (Vacuolar proton pump B subunit 2) (GB:Q40079); similar to vacuolar ATPase subunit B [Mesembryanthemum crystallinum] (GB:CAD27443.1); similar to vacuolar H+-ATPase subunit B [Zostera marina] (GB:BAF38479.1); contains InterPro domain ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal; (InterPro:IPR004100); contains InterPro domain ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding; (InterPro:IPR000194); contains InterPro domain ATPase, V1 complex, subunit B; (InterPro:IPR005723); contains InterPro domain ATPase, F1/V1/A1 complex, alpha/beta subunit, C-terminal; (InterPro:IPR000793)"
Solyc10g074434,26,NA,NA
Solyc10g074870,26,NA,KH domain-containing protein; similar to KH domain-containing protein [Arabidopsis thaliana] (TAIR:AT3G08620.1); similar to hypothetical protein [Nicotiana tabacum] (GB:BAD06470.1); contains InterPro domain KH; (InterPro:IPR004087)
Solyc10g074935,26,NA,NA
Solyc10g081730,26,NA,NA
Solyc11g011920,26,GAD,Encodes one of two isoforms of glutamate decarboxylase.
Solyc11g012700,26,ATOPT3,oligopeptide transporter
Solyc11g013830,26,NA,NA
Solyc11g018580,26,LACS9,Encodes major plastidic long chain acyl-CoA synthetase with a slight substrate preference of oleic acid over any of the other fatty acids.
Solyc11g020950,26,NA,NA
Solyc11g033250,26,NA,NA
Solyc11g040224,26,NA,NA
Solyc11g043070,26,NA,NA
Solyc11g056680,26,NA,"leucine-rich repeat family protein; similar to leucine-rich repeat family protein [Arabidopsis thaliana] (TAIR:AT5G12940.1); similar to polygalacturonase inhibitor-like protein [Cicer arietinum] (GB:CAD56505.1); contains InterPro domain Rudiment single hybrid motif; (InterPro:IPR011054); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
Solyc11g061720,26,NA,"protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT3G20830.1); similar to Os08g0504800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062182.1); similar to Os02g0603000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047362.1); similar to G11A protein (GB:AAA33905.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
Solyc11g065070,26,NA,"hydroxymethylglutaryl-CoA lyase, putative / 3-hydroxy-3-methylglutarate-CoA lyase, putative / HMG-CoA lyase, putative; similar to MAM1 (2-isopropylmalate synthase 3), 2-isopropylmalate synthase [Arabidopsis thaliana] (TAIR:AT5G23010.1); similar to putative hydroxymethylglutaryl-CoA lyase [Trifolium pratense] (GB:BAE71196.1); contains InterPro domain Pyruvate carboxyltransferase; (InterPro:IPR000891)"
Solyc12g005350,26,NA,"dihydroflavonol 4-reductase family / dihydrokaempferol 4-reductase family; similar to DFR (DIHYDROFLAVONOL 4-REDUCTASE), dihydrokaempferol 4-reductase [Arabidopsis thaliana] (TAIR:AT5G42800.1); similar to Os06g0683100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058386.1); similar to anthocyanidin reductase [Ginkgo biloba] (GB:AAU95082.1); contains InterPro domain NAD-dependent epimerase/dehydratase; (InterPro:IPR001509)"
Solyc12g011440,26,NA,NA
Solyc12g013570,26,NA,NA
Solyc12g038805,26,NA,NA
Solyc12g042580,26,NA,NA
Solyc12g044930,26,NA,NA
Solyc12g055970,26,AtGH9C2,"endo-1,4-beta-glucanase, putative / cellulase, putative; Identical to Endoglucanase 6 precursor (EC 3.2.1.4) (Endo-1,4-beta glucanase 6) [Arabidopsis Thaliana] (GB:Q42059;GB:Q8H160;GB:Q9C7W3); similar to endo-1,4-beta-glucanase, putative / cellulase, putative [Arabidopsis thaliana] (TAIR:AT4G11050.1); similar to endo-1,4-beta-glucanase, putative / cellulase, putative [Arabidopsis thaliana] (TAIR:AT1G48930.1); similar to glycosyl hydrolase family 9 protein [Arabidopsis thaliana] (TAIR:AT2G32990.1); similar to cellulase [Fragaria x ananassa] (GB:AAC78298.2); similar to endo-beta-1,4-glucanase [Fragaria x ananassa] (GB:CAB43938.1); similar to endo-beta-1,4-glucanase [Fragaria x ananassa] (GB:CAC94006.1); contains InterPro domain Six-hairpin glycosidase; (InterPro:IPR008928); contains InterPro domain Glycoside transferase, six-hairpin, subgroup; (InterPro:IPR012343); contains InterPro domain Glycoside hydrolase, family 9; (InterPro:IPR001701)"
Solyc12g056470,26,NA,NA
Solyc12g056920,26,AST68,"Encodes a low-affinity sulfate transporter expressed in the root cap and central cylinder, where it is induced by sulfur starvation.  Expression in the shoot vascular system is not induced by sulfur starvation."
Solyc12g087875,26,NA,NA
Solyc12g087950,26,NA,NA
Solyc12g089250,26,NA,"glyoxal oxidase-related; similar to glyoxal oxidase-related [Arabidopsis thaliana] (TAIR:AT1G19900.1); similar to Os03g0258900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049609.1); similar to glyoxal oxidase [Vitis pseudoreticulata] (GB:ABA42922.1); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Glyoxal oxidase, N-terminal; (InterPro:IPR009880)"
Solyc12g089293,26,NA,NA
Solyc00g026160,27,ATFRO4,"Encodes a ferric chelate reductase that is expressed at low levels in roots,shoots and cotyledons, but not flowers. Its transcription is regulated by FIT1."
Solyc00g072100,27,NA,NA
Solyc01g005010,27,NA,NA
Solyc01g009530,27,NA,NA
Solyc01g014375,27,NA,NA
Solyc01g067120,27,NA,NA
Solyc01g067143,27,NA,NA
Solyc01g080810,27,OVA2,"OVA2 (OVULE ABORTION 2); ATP binding / aminoacyl-tRNA ligase; similar to isoleucyl-tRNA synthetase, putative / isoleucine--tRNA ligase, putative [Arabidopsis thaliana] (TAIR:AT4G10320.1); similar to isoleucyl-tRNA synthetase [Anabaena variabilis ATCC 29413] (GB:YP_324274.1); similar to isoleucyl-tRNA synthetase [Nostoc sp. PCC 7120] (GB:NP_485116.1); similar to COG0060: Isoleucyl-tRNA synthetase [Nostoc punctiforme PCC 73102] (GB:ZP_00106717.1); contains InterPro domain Aminoacyl-tRNA synthetase, class I; (InterPro:IPR001412); contains InterPro domain tRNA synthetase, valyl/leucyl, anticodon-binding; (InterPro:IPR013155); contains InterPro domain Aminoacyl-tRNA synthetase, class Ia; (InterPro:IPR002300); contains InterPro domain Aminoacyl-tRNA synthetase, class 1a, anticodon-binding; (InterPro:IPR009080); contains InterPro domain Isoleucyl-tRNA synthetase, class Ia; (InterPro:IPR002301)"
Solyc01g090425,27,NA,NA
Solyc01g090710,27,NA,"malate dehydrogenase, cytosolic, putative; Identical to Malate dehydrogenase, cytoplasmic 2 (EC 1.1.1.37) [Arabidopsis Thaliana] (GB:P57106;GB:Q9LSX3); similar to malate dehydrogenase, cytosolic, putative [Arabidopsis thaliana] (TAIR:AT1G04410.1); similar to malate dehydrogenase-like protein [Solanum tuberosum] (GB:ABC01890.1); contains InterPro domain Malate dehydrogenase; (InterPro:IPR008267); contains InterPro domain Malate dehydrogenase, NAD or NADP; (InterPro:IPR010945); contains InterPro domain Malate dehydrogenase, NAD-dependent, cytosolic; (InterPro:IPR011274); contains InterPro domain Lactate/malate dehydrogenase; (InterPro:IPR001236); contains InterPro domain Malate dehydrogenase, active site; (InterPro:IPR001252); contains InterPro domain L-lactate/malate dehydrogenase; (InterPro:IPR001557)"
Solyc01g095140,27,LEA14,Encodes late-embryogenesis abundant protein whose mRNA levels are induced in response to wounding and light stress. Might be involved in protection against dessication.
Solyc01g095150,27,NA,"late embryogenesis abundant protein, putative / LEA protein, putative; Identical to Desiccation-related protein At2g46140 (LEA type-2 family protein At2g46140) [Arabidopsis Thaliana] (GB:O82355;GB:Q8LC67); similar to LEA14 (LATE EMBRYOGENESIS ABUNDANT 14) [Arabidopsis thaliana] (TAIR:AT1G01470.1); similar to Chain A, Solution Structure Of A Putative Late Embryogenesis Abundant (Lea) Protein At2g46140.1 (GB:1YYC); contains InterPro domain Late embryogenesis abundant protein 2; (InterPro:IPR004864)"
Solyc01g096170,27,NA,NA
Solyc01g096175,27,NA,NA
Solyc01g096197,27,NA,NA
Solyc01g096205,27,NA,NA
Solyc02g005180,27,NA,NA
Solyc02g024005,27,NA,NA
Solyc02g055460,27,NA,NA
Solyc02g080860,27,NA,NA
Solyc02g089650,27,NA,NA
Solyc02g089660,27,NA,NA
Solyc02g089690,27,TBL19,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G15890.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96865.1); contains InterPro domain Protein of unknown function DUF231, plant; (InterPro:IPR004253)"
Solyc02g094630,27,NA,"importin-related; similar to transportin-SR-related [Arabidopsis thaliana] (TAIR:AT5G62600.1); similar to Os11g0543700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001068046.1); similar to importin, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA94152.1); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain Exportin 1-like; (InterPro:IPR013598)"
Solyc03g044350,27,NA,NA
