"ITAG","cluster","AGI","gene_name"
"Solyc06g071440",8,NA,NA
"Solyc06g071480",34,NA,NA
"Solyc06g071530",2,"AT4G14320","60S ribosomal protein L36a/L44 (RPL36aB); Identical to 60S ribosomal protein L36a (RPL36AB) [Arabidopsis Thaliana] (GB:O23290;GB:Q7GD84); similar to 60S ribosomal protein L36a/L44 (RPL36aA) [Arabidopsis thaliana] (TAIR:AT3G23390.1); similar to 60S ribosomal protein L144 [Brassica rapa subsp. pekinensis] (GB:AAK94425.1); contains InterPro domain Ribosomal protein L44E; (InterPro:IPR000552)"
"Solyc06g071550",1,"AT5G17990","Encodes the tryptophan biosynthetic enzyme phosphoribosylanthranilate transferase  (PAT1, called trpD in bacteria). Converts anthranilate and phosphoribosylpyrophosphate into phosphoribosylanthranilate and inorganic pyrophosphate."
"Solyc06g071570",1,"AT5G62680","proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT1G18880.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G47960.1); similar to nitrate transporter NRT1-1 [Glycine max] (GB:BAB19756.1); similar to nitrate transporter NRT1-5 [Glycine max] (GB:BAB19760.1); similar to nitrate transporter NRT1-2 [Glycine max] (GB:BAB19757.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)"
"Solyc06g071590",1,"AT5G50150","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G70550.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G10750.1); similar to putative carboxyl-terminal proteinase [Gossypium hirsutum] (GB:AAK84952.2); contains InterPro domain Protein of unknown function DUF239, plant; (InterPro:IPR004314)"
"Solyc06g071610",1,"AT5G50130","short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT4G24050.1); similar to Short-chain dehydrogenase/reductase SDR [Medicago truncatula] (GB:ABE79697.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"Solyc06g071620",1,"AT1G20960","EMB1507 (EMBRYO DEFECTIVE 1507); ATP-dependent helicase; similar to U5 small nuclear ribonucleoprotein helicase, putative [Arabidopsis thaliana] (TAIR:AT2G42270.1); similar to DEAD box RNA helicase, putative [Arabidopsis thaliana] (TAIR:AT5G61140.1); similar to PREDICTED: similar to activating signal cointegrator 1 complex subunit 3-like 1 isoform 8 [Bos taurus] (GB:XP_880052.1); similar to PREDICTED: similar to activating signal cointegrator 1 complex subunit 3-like 1 isoform 1 [Danio rerio] (GB:XP_685958.1); similar to putative Sec63 domain containing protein [Oryza sativa (japonica cultivar-group)] (GB:AAP13001.1); contains InterPro domain DEAD/DEAH box helicase; (InterPro:IPR001410); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650); contains InterPro domain Sec63; (InterPro:IPR004179)"
"Solyc06g071630",1,"AT4G14590","EMB2739 (EMBRYO DEFECTIVE 2739); similar to PREDICTED: similar to CG17665-PA.3 [Tribolium castaneum] (GB:XP_967034.1)"
"Solyc06g071640",2,"AT4G24670","alliinase family protein; similar to alliinase family protein [Arabidopsis thaliana] (TAIR:AT1G23320.1); similar to Alliinase EGF-like; Allinase, C-terminal [Medicago truncatula] (GB:ABE79686.1); contains InterPro domain Allinase, C-terminal; (InterPro:IPR006948)"
"Solyc06g071650",1,"AT1G60780","clathrin adaptor complexes medium subunit family protein; similar to clathrin adaptor complexes medium subunit family protein [Arabidopsis thaliana] (TAIR:AT1G10730.1); similar to clathrin-associated protein unc-101-like [Oryza sativa (japonica cultivar-group)] (GB:BAD81570.1); similar to Os01g0703600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044001.1); similar to Os05g0543100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056201.1); contains InterPro domain Clathrin adaptor complex, medium chain; (InterPro:IPR001392); contains InterPro domain Longin-like; (InterPro:IPR011012); contains InterPro domain Mu2 adaptin subunit (AP50) of AP2; (InterPro:IPR008968)"
"Solyc06g071655",1,NA,NA
"Solyc06g071690",1,NA,NA
"Solyc06g071700",1,"AT2G42490","copper amine oxidase, putative; similar to copper amine oxidase, putative [Arabidopsis thaliana] (TAIR:AT3G43670.1); similar to peroxisomal copper-containing amine oxidase [Glycine max] (GB:AAD40979.1); similar to Copper amine oxidase [Medicago truncatula] (GB:ABE82492.1); similar to OSJNBa0022H21.18 [Oryza sativa (japonica cultivar-group)] (GB:CAE05498.2); contains InterPro domain Copper amine oxidase; (InterPro:IPR000269)"
"Solyc06g071710",1,NA,NA
"Solyc06g071725",3,NA,NA
"Solyc06g071750",1,"AT3G48240","octicosapeptide/Phox/Bem1p (PB1) domain-containing protein; similar to octicosapeptide/Phox/Bem1p (PB1) domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G63130.1); similar to Octicosapeptide/Phox/Bem1p [Medicago truncatula] (GB:ABE82497.1); contains InterPro domain Octicosapeptide/Phox/Bem1p; (InterPro:IPR000270)"
"Solyc06g071760",1,NA,NA
"Solyc06g071800",1,NA,NA
"Solyc06g071805",1,NA,NA
"Solyc06g071810",1,"AT2G31880","leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT2G33170.1); similar to receptor-like protein kinase [Nicotiana tabacum] (GB:BAC07504.2); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"Solyc06g071820",36,"AT3G48360","encodes a protein (BT2) that is an essential component of the TAC1-mediated telomerase activation pathway"
"Solyc06g072290",8,NA,NA
"Solyc06g072480",23,NA,NA
"Solyc06g072520",27,NA,NA
"Solyc06g072580",1,"AT5G50850","pyruvate dehydrogenase E1 component beta subunit, mitochondrial / PDHE1-B (PDH2); Identical to Pyruvate dehydrogenase E1 component subunit beta, mitochondrial precursor (EC 1.2.4.1) (PDHE1-B) (PDH2) [Arabidopsis Thaliana] (GB:Q38799;GB:Q9LSM8); similar to PDH-E1 BETA (PYRUVATE DEHYDROGENASE E1 BETA), pyruvate dehydrogenase (acetyl-transferring) [Arabidopsis thaliana] (TAIR:AT1G30120.1); similar to pyruvate dehydrogenase E1 beta subunit (GB:AAA52225.1); contains InterPro domain Transketolase, C-terminal; (InterPro:IPR005476); contains InterPro domain Transketolase, C-terminal-like; (InterPro:IPR009014); contains InterPro domain Transketolase, central region; (InterPro:IPR005475)"
"Solyc06g072730",35,"AT5G16730","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G02930.1); similar to Protein kinase PKN/PRK1, effector [Medicago truncatula] (GB:ABE94710.1); contains InterPro domain Protein kinase PKN/PRK1, effector; (InterPro:IPR011072)"
"Solyc06g072950",10,NA,NA
"Solyc06g073240",27,"AT4G34215","Encodes a member of the SGNH-hydrolase superfamily of enzymes. The enzymes of the SGNH-hydrolase superfamily facilitate the hydrolysis of ester, thioester and amide bonds in a range of substrates including complex polysaccharides, lysophospholipids, acyl-CoA esters and other compounds."
"Solyc06g073380",13,"AT2G43320","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G14000.1); similar to At2g43320/T1O24.6 [Medicago truncatula] (GB:ABE90565.1); similar to hypothetical protein MtrDRAFT_AC150786g4v1 [Medicago truncatula] (GB:ABE85983.1); contains domain no description (G3D.3.40.50.150); contains domain S-adenosyl-L-methionine-dependent methyltransferases (SSF53335); contains domain UNCHARACTERIZED (PTHR21095); contains domain UNCHARACTERIZED (PTHR21095:SF6)"
"Solyc06g073450",33,NA,NA
"Solyc06g073455",33,NA,NA
"Solyc06g073960",28,"AT2G27210","kelch repeat-containing serine/threonine phosphoesterase family protein; similar to kelch repeat-containing serine/threonine phosphoesterase family protein [Arabidopsis thaliana] (TAIR:AT4G03080.1); similar to kelch repeat-containing protein / serine/threonine phosphoesterase family protein [Arabidopsis thaliana] (TAIR:AT1G08420.1); similar to kelch repeat-containing serine/threonine phosphoesterase family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF97885.1); similar to DNA topoisomerase II; Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase [Medicago truncatula] (GB:ABE78157.1); similar to Os12g0617900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067290.1); contains InterPro domain Kelch; (InterPro:IPR011498); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase; (InterPro:IPR006186); contains InterPro domain Kelch repeat; (InterPro:IPR006652); contains InterPro domain Metallophosphoesterase; (InterPro:IPR004843)"
"Solyc06g074200",34,"AT1G08380","Encodes subunit O of photosystem I."
"Solyc06g074320",16,"AT1G08320","DNA binding; similar to bZIP family transcription factor [Arabidopsis thaliana] (TAIR:AT5G06839.1); similar to Os01g0859500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044868.1); similar to TGACG-sequence-specific DNA-binding protein TGA-2.1, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA95838.1); similar to Os12g0152900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066179.1); contains InterPro domain bZIP transcription factor, bZIP_1; (InterPro:IPR011616); contains InterPro domain Basic-leucine zipper (bZIP) transcription factor; (InterPro:IPR004827)"
"Solyc06g074390",26,"AT4G33790","acyl CoA reductase, putative; similar to acyl CoA reductase, putative / male-sterility protein, putative [Arabidopsis thaliana] (TAIR:AT5G22500.1); similar to acyl CoA reductase [Hevea brasiliensis] (GB:AAR88762.1); contains InterPro domain Male sterility; (InterPro:IPR004262); contains InterPro domain Male sterility C-terminal; (InterPro:IPR013120)"
"Solyc06g074630",31,"AT5G22740","encodes a beta-mannan synthase based on in vitro enzyme assays from heterologously expressed protein"
"Solyc06g074700",13,"AT3G44850","protein kinase-related; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT5G22840.1); similar to SRPK4 (SER/ARG-RICH PROTEIN KINASE 4), kinase/ protein kinase [Arabidopsis thaliana] (TAIR:AT3G53030.1); similar to putative serine/ar (GB:AAS79595.1); similar to SRPK4 [Oryza sativa] (GB:AAL58968.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"Solyc06g074810",23,NA,NA
"Solyc06g074820",35,"AT2G36830","encodes a tonoplast intrinsic protein, which functions as water channel. highly expressed in root, stem, cauline leaves and flowers."
"Solyc06g074870",6,NA,NA
"Solyc06g074910",20,NA,NA
"Solyc06g074995",12,NA,NA
"Solyc06g075020",17,"AT5G60740","ABC transporter family protein; Identical to Putative white-brown complex homolog protein 29 (WBC29) [Arabidopsis Thaliana] (GB:Q9FF46); similar to ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G53390.1); similar to ATNAP12 (Arabidopsis thaliana non-intrinsic ABC protein 12) [Arabidopsis thaliana] (TAIR:AT2G37010.1); similar to hypothetical protein LOC_Os11g22350 [Oryza sativa (japonica cultivar-group)] (GB:AAX92830.1); similar to Lipocalin; AAA ATPase [Medicago truncatula] (GB:ABE87825.1); similar to ABC transporter family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABB47708.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"Solyc06g075070",17,NA,NA
"Solyc06g075280",5,NA,NA
"Solyc06g075370",34,NA,NA
"Solyc06g075400",27,"AT2G28520","Vacuolar proton ATPase subunit VHA-a isoform 1. Localized in the trans-Golgi network."
"Solyc06g075510",33,"AT2G28550","TOE1 (TARGET OF EAT1 1); DNA binding / transcription factor; similar to TOE2 (TARGET OF EAT1 2), DNA binding / transcription factor [Arabidopsis thaliana] (TAIR:AT5G60120.1); similar to Pathogenesis-related transcriptional factor and ERF [Medicago truncatula] (GB:ABE87891.1); contains InterPro domain Pathogenesis-related transcriptional factor and ERF; (InterPro:IPR001471)"
"Solyc06g075550",27,"AT1G07870","protein kinase family protein; Identical to Probable serine/threonine-protein kinase RLCKVII (EC 2.7.11.1) [Arabidopsis Thaliana] (GB:Q9LQQ8); similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G28590.1); similar to protein kinase 1 [Populus nigra] (GB:BAA94509.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"Solyc06g075667",14,NA,NA
"Solyc06g075690",14,"AT5G59790","similar to signal transducer [Arabidopsis thaliana] (TAIR:AT3G46110.1); similar to auxin-regulated protein [Lycopersicon esculentum] (GB:AAL08561.1); contains InterPro domain Protein of unknown function DUF966; (InterPro:IPR010369)"
"Solyc06g075860",14,NA,NA
"Solyc06g076140",29,NA,NA
"Solyc06g076170",5,"AT5G24318","hydrolase, hydrolyzing O-glycosyl compounds; similar to glycosyl hydrolase family 17 protein / beta-1,3-glucanase, putative [Arabidopsis thaliana] (TAIR:AT3G55430.1); similar to H0124B04.9 [Oryza sativa (indica cultivar-group)] (GB:CAJ86292.1); contains InterPro domain X8; (InterPro:IPR012946); contains InterPro domain Glycoside hydrolase, family 17; (InterPro:IPR000490)"
"Solyc06g076265",5,NA,NA
"Solyc06g076420",18,NA,NA
"Solyc06g076600",3,"AT5G59010","ATP binding / binding / protein kinase; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT3G54030.1); similar to TPR-containing protein kinase [Glycine max] (GB:AAX61123.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc06g076715",10,NA,NA
"Solyc06g076820",32,"AT2G29660","zinc finger (C2H2 type) family protein; similar to zinc finger (C2H2 type) family protein [Arabidopsis thaliana] (TAIR:AT1G75710.1); similar to H0814G11.16 [Oryza sativa (indica cultivar-group)] (GB:CAJ86349.1); similar to CAA30374.1 protein [Oryza sativa] (GB:CAB53477.1); similar to Os03g0264600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049642.1); contains InterPro domain Zinc finger, C2H2-type; (InterPro:IPR007087)"
"Solyc06g082120",2,NA,NA
"Solyc06g082420",17,"AT5G05340","peroxidase, putative; Identical to Peroxidase 52 precursor (EC 1.11.1.7) (Atperox P52) (ATP49) (PER52) [Arabidopsis Thaliana] (GB:Q9FLC0); similar to peroxidase, putative [Arabidopsis thaliana] (TAIR:AT5G58400.1); similar to Peroxidase P7 (TP7) (GB:P00434); contains InterPro domain Haem peroxidase; (InterPro:IPR010255); contains InterPro domain Haem peroxidase, plant/fungal/bacterial; (InterPro:IPR002016); contains InterPro domain Plant peroxidase; (InterPro:IPR000823)"
"Solyc06g082570",17,NA,NA
"Solyc06g082807",18,NA,NA
"Solyc06g082830",31,NA,NA
"Solyc06g082890",2,"AT2G39780","S-like ribonuclease"
"Solyc06g083080",19,NA,NA
"Solyc06g083090",2,"AT5G48520","similar to Os06g0186500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057010.1); similar to Os07g0185700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059066.1); similar to PREDICTED: hypothetical protein [Strongylocentrotus purpuratus] (GB:XP_788829.2); contains domain FAMILY NOT NAMED (PTHR19378); contains domain gb def: Gb|AAB97010.1 (PTHR19378:SF1)"
"Solyc06g083150",13,"AT3G07370","Encodes AtCHIP, a new class of E3 ubiquitin ligases with three tetratricopeptide repeats and a U-box domain, structurally similar to the animal CHIP proteins. Plays an important role in plant cellular metabolism under temperature stress conditions. Functions as an E3 ubiquitin ligase of protein phosphatase 2A subunits and alters plant response to abscisic acid treatment."
"Solyc06g083350",2,NA,NA
"Solyc06g083380",2,"AT4G13050","acyl-(acyl carrier protein) thioesterase, putative / acyl-ACP thioesterase, putative / oleoyl-(acyl-carrier protein) hydrolase, putative / S-acyl fatty acid synthase thioesterase, putative; similar to ATFATA (ARABIDOPSIS FATA ACYL-ACP THIOESTERASE), acyl carrier/ acyl-ACP thioesterase [Arabidopsis thaliana] (TAIR:AT3G25110.1); similar to acyl-ACP thioesterase; oleoyl-[acyl-carrier protein] hydrolase [Brassica napus] (GB:CAA52069.1); contains InterPro domain Acyl-ACP thioesterase; (InterPro:IPR002864)"
"Solyc06g083860",16,NA,NA
"Solyc06g084045",34,NA,NA
"Solyc06g084050",29,"AT2G30570","Encodes a protein similar to photosystem II reaction center subunit W."
"Solyc06g084350",2,"AT1G03330","small nuclear ribonucleoprotein D, putative / snRNP core SM-like protein, putative / U6 snRNA-associated Sm-like protein, putative; similar to putative snRNP core protein SMX5d [Oryza sativa (japonica cultivar-group)] (GB:BAC99422.1); contains InterPro domain Like-Sm ribonucleoprotein-related, core; (InterPro:IPR010920); contains InterPro domain Like-Sm ribonucleoprotein, core; (InterPro:IPR001163); contains InterPro domain Like-Sm ribonucleoprotein, eukaryotic and archaea-type, core; (InterPro:IPR006649)"
"Solyc06g084480",7,"AT2G47940","Encodes DegP2 protease (DEGP2); nuclear gene for chloroplast product."
"Solyc06g084483",14,NA,NA
"Solyc06g084510",16,"AT3G62970","protein binding / zinc ion binding; similar to zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana] (TAIR:AT5G18650.1); similar to Os03g0348900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050105.1); similar to Os12g0538500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066941.1); similar to PGPD14 [Petunia x hybrida] (GB:AAD02556.1); contains InterPro domain Zinc finger, CHY-type; (InterPro:IPR008913); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)"
"Solyc06g084580",8,NA,NA
"Solyc06g084621",4,NA,NA
"Solyc06g084626",12,NA,NA
"Solyc07g004993",12,NA,NA
"Solyc07g005070",17,NA,NA
"Solyc07g005380",3,NA,NA
"Solyc07g005400",33,NA,NA
"Solyc07g005480",6,NA,NA
"Solyc07g005770",1,NA,NA
"Solyc07g005860",28,NA,NA
"Solyc07g005900",15,"AT3G18430","calcium-binding EF hand family protein; similar to CAM9 (CALMODULIN 9), calcium ion binding [Arabidopsis thaliana] (TAIR:AT3G51920.1); similar to calcineurin-like protein [Eucalyptus grandis] (GB:AAL25647.1); contains InterPro domain EF-Hand type; (InterPro:IPR011992); contains InterPro domain Calcium-binding EF-hand; (InterPro:IPR002048)"
"Solyc07g005980",23,NA,NA
"Solyc07g006020",18,"AT4G30850","heptahelical transmembrane protein homologous to human adiponectin receptors and progestin receptors"
"Solyc07g006290",5,NA,NA
"Solyc07g006380",7,NA,NA
"Solyc07g006480",12,NA,NA
"Solyc07g006530",2,"AT1G36280","adenylosuccinate lyase, putative / adenylosuccinase, putative; similar to adenylosuccinate lyase, putative / adenylosuccinase, putative [Arabidopsis thaliana] (TAIR:AT4G18440.1); similar to adenylosuccinate-AMP lyase [Vigna unguiculata] (GB:AAL48316.1); similar to Os03g0313600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049929.1); similar to adenylosuccinate lyase [Nicotiana tabacum] (GB:AAR06293.1); contains InterPro domain Adenylosuccinate lyase; (InterPro:IPR004769); contains InterPro domain Fumarate lyase; (InterPro:IPR000362); contains InterPro domain L-Aspartase-like; (InterPro:IPR008948); contains InterPro domain Adenylosuccinate lyase C-terminal; (InterPro:IPR013539)"
"Solyc07g006560",7,NA,NA
"Solyc07g006570",34,NA,NA
"Solyc07g006580",1,"AT4G30340","encodes a diacylglycerol kinase. Applying  a specific diacylglycerol kinase inhibitor to the growth media resulted in reduced root elongation and plant growth. Gene is expressed throughout the plant but is strongest in flowers and young seedlings."
"Solyc07g006600",33,NA,NA
"Solyc07g006620",12,NA,NA
"Solyc07g006660",12,"AT3G57620","glyoxal oxidase-related; similar to glyoxal oxidase-related [Arabidopsis thaliana] (TAIR:AT1G14430.1); similar to Os03g0258900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049609.1); similar to glyoxal oxidase [Vitis pseudoreticulata] (GB:ABA42922.1); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Glyoxal oxidase, N-terminal; (InterPro:IPR009880)"
"Solyc07g006690",35,"AT4G25770","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G10040.1); similar to Os03g0726800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051137.1); similar to Protein of unknown function DUF676, hydrolase-like [Medicago truncatula] (GB:ABE83409.1); similar to Os08g0143700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060979.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Protein of unknown function DUF676, hydrolase-like; (InterPro:IPR007751)"
"Solyc07g006710",6,NA,NA
"Solyc07g006720",4,NA,NA
"Solyc07g006750",12,"AT5G57620","Encodes a putative transcription factor (MYB36)."
"Solyc07g006755",5,NA,NA
"Solyc07g006780",17,"AT4G30310","ribitol kinase, putative; similar to putative ribulokinase [Oryza sativa (japonica cultivar-group)] (GB:BAD27990.1); contains InterPro domain Pentulose kinase; (InterPro:IPR006003); contains InterPro domain Carbohydrate kinase, FGGY; (InterPro:IPR000577)"
"Solyc07g006800",12,NA,NA
"Solyc07g006840",17,NA,NA
"Solyc07g006920",26,NA,NA
"Solyc07g006980",17,NA,NA
"Solyc07g007120",1,"AT5G25220","A member of class II knotted1-like homeobox gene family (together with KNAT4 and KNAT5). Expressed in: hypocotyl-root boundary, anther-filament junction in flowers, ovule-funiculus and peduncle-silique boundaries, petioles and root. Light-regulated expression with differential response to red/far-red light. KNAT3 promoter activity showed cell-type specific pattern along longitudinal root axis, restricted mainly to the differentiation zone of the root, namely in the cortex and pericycle. Not detected in lateral root primordia"
"Solyc07g007140",3,NA,NA
"Solyc07g007160",35,NA,NA
"Solyc07g007560",34,"AT5G20380","transporter-related; similar to ANTR2 (anion transporter 2), organic anion transporter [Arabidopsis thaliana] (TAIR:AT4G00370.1); similar to Major facilitator superfamily MFS_1 [Medicago truncatula] (GB:ABE87274.1); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain Major facilitator superfamily MFS_1; (InterPro:IPR011701)"
"Solyc07g007660",10,NA,NA
"Solyc07g007690",30,"AT5G33280","chloride channel-like (CLC) protein, putative; Identical to Putative chloride channel-like protein CLC-g [Arabidopsis Thaliana] (GB:P60300); similar to CLC-C (chloride channel C), anion channel/ voltage-gated chloride channel [Arabidopsis thaliana] (TAIR:AT5G49890.1); similar to ATCLC-A (CHLORIDE CHANNEL A), anion channel/ voltage-gated chloride channel [Arabidopsis thaliana] (TAIR:AT5G40890.1); similar to CLC-B (chloride channel protein B), anion channel/ voltage-gated chloride channel [Arabidopsis thaliana] (TAIR:AT3G27170.1); similar to Cl- channel, voltage gated; IMP dehydrogenase related 1 [Medicago truncatula] (GB:ABE86345.1); similar to chloride channel-like protein [Oryza sativa (japonica cultivar-group)] (GB:ABB86548.1); similar to H0413E07.11 [Oryza sativa (indica cultivar-group)] (GB:CAJ86158.1); contains InterPro domain Cl- channel, voltage gated; (InterPro:IPR001807); contains InterPro domain Chloride channel plant CLC; (InterPro:IPR002251); contains InterPro domain CBS; (InterPro:IPR000644)"
"Solyc07g007750",30,NA,NA
"Solyc07g007790",35,"AT5G20280","Encodes a protein with putative sucrose-phosphate synthase activity."
"Solyc07g007810",32,"AT2G11000","Encodes a non-functional Arabidopsis homolog of the yeast protein MAK10, a component of the N-terminal acetyltransferase complex C. Mutant plants have normal photosynthesis as well as growth rates and pigmentation comparable to wild type."
"Solyc07g007890",36,NA,NA
"Solyc07g007980",35,"AT5G15080","protein kinase, putative; similar to kinase [Arabidopsis thaliana] (TAIR:AT3G28690.2); similar to protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G01300.1); similar to Os01g0588500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043435.1); similar to serine/threonine protein kinase-like [Solanum tuberosum] (GB:AAU89742.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"Solyc07g008000",32,"AT5G52580","similar to Os02g0709800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047892.1); similar to RabGAP/TBC domain-containing protein [Dictyostelium discoideum AX4] (GB:XP_636536.1)"
"Solyc07g008010",29,NA,NA
"Solyc07g008015",29,NA,NA
"Solyc07g008150",35,"AT2G26600","glycosyl hydrolase family 17 protein; similar to glycosyl hydrolase family 17 protein [Arabidopsis thaliana] (TAIR:AT3G15800.1); similar to beta-1,3-glucanase 1 [Ziziphus jujuba] (GB:AAY25165.1); contains InterPro domain Glycoside hydrolase, family 17; (InterPro:IPR000490)"
"Solyc07g008170",13,NA,NA
"Solyc07g008180",34,"AT2G26580","plant-specific transcription factor YABBY family protein; Identical to Axial regulator YABBY5 (YAB5) [Arabidopsis Thaliana] (GB:Q8GW46;GB:O48725); similar to YAB2 (YABBY 2), transcription factor [Arabidopsis thaliana] (TAIR:AT1G08465.1); similar to YABBY-like transcription factor PROLONGATA [Antirrhinum majus] (GB:AAS10178.1); contains InterPro domain YABBY protein; (InterPro:IPR006780); contains InterPro domain High mobility group box; (InterPro:IPR009071)"
"Solyc07g008205",20,NA,NA
"Solyc07g008210",17,NA,NA
"Solyc07g008240",33,"AT2G16060","Encodes a class 1 nonsymbiotic hemoglobin induced by low oxygen levels with very high oxygen affinity.  It is not likely to be a hemoglobin transporter because of its extremely high affinity for oxygen."
"Solyc07g008350",16,"AT5G57490","porin, putative; similar to porin, putative [Arabidopsis thaliana] (TAIR:AT5G67500.1); similar to porin, putative / voltage-dependent anion-selective channel protein, putative [Arabidopsis thaliana] (TAIR:AT5G15090.1); similar to VDAC3.1 [Lotus corniculatus var. japonicus] (GB:AAQ87023.1); contains InterPro domain Porin, eukaryotic type; (InterPro:IPR001925)"
"Solyc07g008365",19,NA,NA
"Solyc07g008367",19,NA,NA
"Solyc07g008380",19,NA,NA
"Solyc07g008390",5,NA,NA
"Solyc07g008410",17,"AT3G26590","MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G12950.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT5G38030.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G23300.1); similar to integral membrane protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87151.1); similar to Os08g0550200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062445.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"Solyc07g008420",10,NA,NA
"Solyc07g008440",10,"AT1G28220","Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane."
