ITAG	logFC	logCPM	LR	PValue	FDR	SGN_annotation	AGI	symbol	gene_name	X..identity	alignment.length	e.value	bit.score	percent.query.align
Solyc04g080940	1.752683038	4.804826792	25.39501343	4.67E-07	0.000339895	"Nodulin-like protein (AHRD V1 ***- Q94AP3_ARATH); contains Interpro domain(s)  IPR000620  Protein of unknown function DUF6, transmembrane "	AT1G75500	WAT1	"nodulin MtN21 family protein; similar to nodulin MtN21 family protein [Arabidopsis thaliana] (TAIR:AT3G53210.1); similar to putative MtN21 [Oryza sativa (japonica cultivar-group)] (GB:BAD13218.1); contains InterPro domain Protein of unknown function DUF6, transmembrane; (InterPro:IPR000620)"	74.74	392	2.00E-140	495	99.22279793
Solyc04g082110	0.929177089	3.886815858	19.45102399	1.03E-05	0.003087813	"Rop guanine nucleotide exchange factor 1 (AHRD V1 **-* ROGF1_ARATH); contains Interpro domain(s)  IPR005512  Rop nucleotide exchanger, PRONE "	AT4G38430	ATROPGEF1	"Member of the RopGEF (guanine nucleotide exchange factor) family, containing the novel PRONE domain (plant-specific Rop nucleotide exchanger), which is exclusively active towards members of the Rop subfamily, also known as DUF315). Interacts with ROP1 but the whole protein lacks Rho guanyl-nucleotide exchange factor activity in vitro. The DUF315/PRONE domain is sufficient to confer RopGEF catalytic activity."	66.67	372	2.00E-140	495	82.07964602
Solyc04g082200	1.81598668	4.364140404	42.47307587	7.17E-11	1.89E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g082210	0.747272364	3.626776216	15.26411872	9.35E-05	0.014307713	Unknown Protein (AHRD V1)	AT1G76185	NA	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G20460.1); similar to Os03g0227500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049446.1); similar to Os03g0669600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050865.1)	76.85	108	5.00E-26	112	98.16513761
Solyc04g082220	0.73270196	3.624066874	15.3862991	8.76E-05	0.013731742	"Histidine amino acid transporter (AHRD V1 **** Q85V22_ORYSI); contains Interpro domain(s)  IPR013057  Amino acid transporter, transmembrane "	AT1G47670	NA	"amino acid transporter family protein; similar to LHT7 (LYS/HIS TRANSPORTER 7), amino acid permease [Arabidopsis thaliana] (TAIR:AT4G35180.1); similar to ORF [Lilium lon (GB:BAA04838.1); similar to Os12g0485600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066783.1); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)"	58.87	423	4.00E-138	488	91.06753813
Solyc05g005010	1.983018974	3.559779422	17.35533194	3.10E-05	0.006690236	"Carboxyl-terminal proteinase (AHRD V1 ***- B4FXN3_MAIZE); contains Interpro domain(s)  IPR004314  Protein of unknown function DUF239, plant "	AT1G70550	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G10750.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G23340.2); similar to putative carboxyl-terminal proteinase [Gossypium hirsutum] (GB:AAK84952.2); contains InterPro domain Protein of unknown function DUF239, plant; (InterPro:IPR004314)"	76.61	372	3.00E-176	614	83.71040724
Solyc05g005080	1.776718015	4.922827451	14.35542555	0.000151343	0.019724781	"Endo-1 4-beta-glucanase (AHRD V1 ***- O04890_SOLLC); contains Interpro domain(s)  IPR001701  Glycoside hydrolase, family 9 "	AT5G49720	ATGH9A1	"Encodes a membrane-bound endo-1,4-beta-D-glucanase, involved in cellulose biosynthesis. Loss-of-function mutants have severe cellulose-deficient phenotypes. During cell elongation, KOR1 is associated with Golgi apparatus and early endosome. Inhibition of cellulose biosynthesis promoted a redistribution of KOR1 in subcellular locations. These observations suggest that deposition of cellulose involves the intracellular cycling of KOR1."	79.27	603	0	910	96.75850891
Solyc05g006020	0.871413189	5.006459394	14.1986298	0.00016449	0.020920458	Nucleobase ascorbate transporter (AHRD V1 **-* B9HJR9_POPTR); contains Interpro domain(s)  IPR006043  Xanthine/uracil/vitamin C permease 	AT1G60030	ATNAT7	xanthine/uracil permease family protein; Identical to Nucleobase-ascorbate transporter 7 (AtNAT7) (NAT7) [Arabidopsis Thaliana] (GB:Q0WPE9;GB:Q9ZUJ0); similar to xanthine/uracil permease family protein [Arabidopsis thaliana] (TAIR:AT5G49990.1); similar to permease [Arabidopsis thaliana] (TAIR:AT5G62890.3); similar to xanthine/uracil permease family protein [Arabidopsis thaliana] (TAIR:AT1G10540.1); similar to Xanthine/uracil/vitamin C permease; Thioredoxin-related [Medicago truncatula] (GB:ABE83225.1); similar to root uracil permease 1 [Oryza sativa (japonica cultivar-group)] (GB:CAJ84113.1); similar to putative permease I [Lycopersicon esculentum] (GB:AAX73299.1); contains InterPro domain Xanthine/uracil/vitamin C permease; (InterPro:IPR006043)	80.83	527	0	874	98.50187266
Solyc05g006160	1.086472783	4.353128428	13.34327221	0.000259351	0.027692142	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g007180	1.35843397	6.397974132	13.63073455	0.000222513	0.024822435	"Homeobox-leucine zipper-like protein (AHRD V1 *-*- Q3HRT1_PICGL); contains Interpro domain(s)  IPR003106  Leucine zipper, homeobox-associated "	AT1G69780	ATHB13	Encodes a homeodomain leucine zipper class I (HD-Zip I) protein.	62.7	311	7.00E-97	350	99.34640523
Solyc05g007420	0.876326189	3.55400246	11.91599225	0.000556541	0.044266015	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g008830	0.891849908	5.314439827	14.65937929	0.000128792	0.01794027	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g009520	0.883385902	2.438900761	12.80730843	0.000345268	0.032815411	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010060	1.036748591	3.28900097	13.69892427	0.000214577	0.024349906	"Xenotropic and polytropic retrovirus receptor (AHRD V1 **-* B2GU54_XENTR); contains Interpro domain(s)  IPR004342  EXS, C-terminal "	AT1G68740	PHO1;H1	"EXS family protein / ERD1/XPR1/SYG1 family protein; similar to PHO1 (PHOSPHATE 1) [Arabidopsis thaliana] (TAIR:AT3G23430.1); similar to putative PHO1-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAD44936.1); similar to Os06g0493600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057682.1); contains InterPro domain SPX, N-terminal; (InterPro:IPR004331); contains InterPro domain EXS, C-terminal; (InterPro:IPR004342)"	70.31	795	0	1071	99.74587039
Solyc05g010360	0.99433616	3.627403738	14.47809194	0.000141799	0.018931389	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010363	1.011981163	3.688389011	15.1928315	9.71E-05	0.014662674	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010365	1.030882637	3.666174376	15.8086323	7.01E-05	0.01175191	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010380	1.033976028	3.674806449	15.31807569	9.08E-05	0.013986119	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010390	1.043875838	3.653249816	15.07762995	0.000103179	0.014843651	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010394	1.041661279	3.66831264	15.18613004	9.74E-05	0.014662674	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010396	1.066876942	3.659357616	15.60876707	7.79E-05	0.01258085	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010398	1.051024469	3.674534053	15.39150617	8.74E-05	0.013731742	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010400	1.303779201	4.344882516	27.02703226	2.01E-07	0.000203153	"Receptor like kinase, RLK"	AT5G16000	NIK1	"NIK1 (NSP-INTERACTING KINASE 1); kinase; similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G23950.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT4G30520.1); similar to NIK2 (NSP-INTERACTING KINASE 2), protein kinase [Arabidopsis thaliana] (TAIR:AT3G25560.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96908.1); similar to leucine-rich repeat receptor-like kinase [Populus tomentosa] (GB:ABG73621.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96874.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"	72.88	612	0	850	96.62379421
Solyc05g011890	1.873314953	3.710983316	11.6321295	0.000648223	0.048620418	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g013850	2.911111131	2.428119721	16.67678874	4.43E-05	0.00833437	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g013860	2.489193139	2.9273433	15.70617112	7.40E-05	0.012059586	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g013985	-1.986545001	3.377784939	20.86335126	4.93E-06	0.00209204	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g014390	1.64728077	4.142022206	16.99400963	3.75E-05	0.007410255	ABC transporter C family member 3 (AHRD V1 **-- AB3C_ARATH); contains Interpro domain(s)  IPR003439  ABC transporter-like 	AT3G13080	ATMRP3	encodes an ATP-dependent MRP-like ABC transporter able to transport glutathione-conjugates as well as chlorophyll catabolites.  The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.	62.5	280	1.00E-103	372	98.93617021
Solyc05g032710	-1.773036387	7.562956205	14.02616058	0.000180285	0.022284622	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g047450	-1.374934829	5.500986988	12.61777909	0.000382095	0.034780116	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g047615	-3.370310072	4.016345309	13.71933912	0.000212258	0.02430175	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g050710	0.750345758	3.483066864	12.4324588	0.000421936	0.036904685	Lecithin cholesterol acyltransferase (Fragment) (AHRD V1 *-*- Q8HZA0_9PRIM); contains Interpro domain(s)  IPR003386  Lecithin:cholesterol acyltransferase 	AT1G27480	NA	lecithin:cholesterol acyltransferase family protein / LACT family protein; similar to lecithine cholesterol acyltransferase-like protein [Medicago truncatula] (GB:AAQ10316.1); contains InterPro domain CUB; (InterPro:IPR000859); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Lecithin:cholesterol acyltransferase; (InterPro:IPR003386)	59.62	416	2.00E-147	519	98.80095923
Solyc05g051270	1.742576215	2.420233137	17.74575765	2.52E-05	0.005783943	Cysteine-rich repeat secretory protein 60 (AHRD V1 ***- CRR60_ARATH); contains Interpro domain(s)  IPR002902  Protein of unknown function DUF26 	AT5G37660	PDLP7	receptor-like protein kinase-related; similar to 33 kDa secretory protein-related [Arabidopsis thaliana] (TAIR:AT2G01660.1); similar to Os04g0537800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053427.1); similar to receptor-like protein kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25786.1); contains InterPro domain Protein of unknown function DUF26; (InterPro:IPR002902)	59.06	254	2.00E-69	259	88.61209964
Solyc05g051560	-0.957697588	4.092500918	14.46398535	0.000142865	0.018931389	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g052500	0.860444122	3.958987313	15.18085323	9.77E-05	0.014662674	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g053070	1.097293874	7.118185582	13.26176565	0.000270874	0.028001217	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g054390	0.767011859	5.21450281	12.40800615	0.000427497	0.037267269	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g054480	0.782549023	4.142445431	13.40411882	0.000251072	0.027090092	Actin (AHRD V1 ***- B5M4V6_TOBAC); contains Interpro domain(s)  IPR004000  Actin/actin-like 	AT3G12110	ACT11	Encodes an actin that is expressed predominantly during reproductive development.	97.08	377	0	746	99.47089947
Solyc06g005980	-1.205027047	5.199877134	21.88853479	2.89E-06	0.001435344	"Anthranilate synthase component I-1 (AHRD V1 **** B4F8P4_MAIZE); contains Interpro domain(s)  IPR019999  Anthranilate synthase component I, C-terminal "	AT5G05730	AMT1	"ASA1 encodes the alpha subunit of anthranilate synthase, which catalyzes the rate-limiting step of tryptophan synthesis.  ASA1 is induced by ethylene, and forms a link between ethylene signalling and auxin synthesis in roots."	60.43	556	0	634	89.53687822
Solyc06g016765	-4.265013482	5.481918651	11.53522227	0.000682899	0.049802452	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g043140	-1.450941652	2.60071792	11.62565137	0.000650485	0.048623948	Autophagy protein 5 (AHRD V1 ***- Q3MQ01_MAIZE); contains Interpro domain(s)  IPR007239  Autophagy-related  protein 5 	AT5G17290	APG5	"Autophagy protein ATG5. Forms a conjugate with ATG12 with an essential role in plant nutrient recycling. Mutants missing ATG5 display early senescence and are hypersensitive to nitrogen or carbon starvation, accompanied by a more rapid loss of organellar and cytoplasmic proteins."	55.37	354	7.00E-109	390	97.65395894
Solyc06g048930	1.790258792	2.986174011	13.02415699	0.000307498	0.030207135	"Two-component response regulator ARR3 (AHRD V1 **** B6TSM4_MAIZE); contains Interpro domain(s)  IPR001789  Signal transduction response regulator, receiver region "	AT3G56380	ARR17	response regulator 17	74.45	137	3.00E-48	187	91.27516779
Solyc06g049050	1.563507727	3.608772496	21.0989926	4.36E-06	0.001979778	"Expansin (AHRD V1 ***- O82625_SOLLC); contains Interpro domain(s)  IPR007112  Expansin 45, endoglucanase-like  IPR007117  Pollen allergen/expansin, C-terminal "	AT2G40610	ATEXP8	"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."	82.1	229	6.00E-86	313	91.53225806
Solyc06g051260	2.658406904	3.223840767	23.72733561	1.11E-06	0.000679572	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g051750	1.088551878	5.030274224	12.02251158	0.000525618	0.042841957	Cytochrome P450	AT5G05690	CBB3	"Encodes a member of the CP90A family, a cytochrome P450 monooxygenase which converts 6-deoxocathasterone to 6-deoxoteasterone in the late C6 oxidation pathway and cathasterone to teasterone in the early C6 oxidation pathway of brassinolide biosynthesis.  Expressed in cotyledons and leaves. Mutants display de-etiolation and derepression of light-induced genes in the dark, dwarfism, male sterility and activation of stress-regulated genes in the light. The expression of the gene using a CPD promoter:LUC fusion construct was shown to be under circadian and light control. Additionally, the circadian regulation was shown to be independent of BR levels as it remains unchanged in <i>bri1</i> mutant lines."	77.6	442	0	691	90.16393443
Solyc06g051960	1.039357132	4.595633522	16.3816232	5.18E-05	0.009402348	"Pectinesterase (AHRD V1 ***- B9IDR8_POPTR); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic "	AT3G49220	NA	"pectinesterase family protein; similar to pectinesterase family protein [Arabidopsis thaliana] (TAIR:AT5G53370.1); similar to pectinesterase inhibitor [Lycoris aurea] (GB:ABJ99595.1); similar to Pectinesterase; Pectinesterase inhibitor [Medicago truncatula] (GB:ABE82757.1); similar to Pectinesterase; Pectinesterase inhibitor [Medicago truncatula] (GB:ABE80825.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase; (InterPro:IPR000070); contains InterPro domain Pectinesterase inhibitor; (InterPro:IPR006501)"	69.69	541	0	776	89.93288591
Solyc06g053440	1.001328571	3.8516414	11.60276577	0.000658538	0.048700373	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g053630	-1.038857517	5.212108324	14.49847697	0.000140273	0.018841657	Serine/threonine-protein phosphatase (AHRD V1 **** B9S7J9_RICCO); contains Interpro domain(s)  IPR006186  Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase 	AT2G39840	TOPP4	"Encodes the catalytic subunit of a Type 1 phosphoprotein Ser/Thr phosphatase, expressed in roots, shoots and flowers."	87.09	302	5.00E-158	553	92.87925697
Solyc06g059730	-1.208918638	2.963062319	17.74447105	2.53E-05	0.005783943	"Auxin efflux carrier (AHRD V1 **** Q71T12_MOMCH); contains Interpro domain(s)  IPR014024  Auxin efflux carrier, subgroup "	AT1G77110	PIN6	Rate-limiting factor in saturable efflux of auxins. PINs are directly involved of in catalyzing cellular auxin efflux.	65.68	577	0	654	99.61612284
Solyc06g059870	2.13222173	4.119843796	14.46091461	0.000143098	0.018931389	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g060250	0.962648513	4.297044895	12.35990111	0.000438654	0.037988296	Aldehyde dehydrogenase family protein expressed (AHRD V1 **** Q53NG8_ORYSJ); contains Interpro domain(s)  IPR012394  Aldehyde dehydrogenase NAD(P)-dependent  IPR015590  Aldehyde dehydrogenase 	AT1G44170	ALDH3H1	Encodes a protein similar to the aldehyde dehydrogenase cp-ADH from C.plantagineum. Constitutively expressed at low levels.	69.7	472	0	648	99.15789474
Solyc06g061230	1.571980632	2.69610285	27.87784402	1.29E-07	0.000154636	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g062430	1.311637752	2.608514625	27.65746894	1.45E-07	0.000165759	Inositol oxygenase (AHRD V1 **** A5FF81_FLAJ1); contains Interpro domain(s)  IPR007828  Protein of unknown function DUF706 	AT1G14520	MIOX1	Encodes MIOX1.  Belongs to  myo-inositol oxygenase gene family.	74.11	309	9.00E-129	456	99.34640523
Solyc06g062880	-0.691802871	4.249983849	13.42609199	0.000248149	0.026884799	Protein Brevis radix-like 2 (AHRD V1 ***- BRXL2_ARATH); contains Interpro domain(s)  IPR013591  Disease resistance/zinc finger/chromosome condensation-like region 	AT3G14000	ATBRXL2	"Belongs to five-member BRX gene family. Arabidopsis BRX genes share high levels of similarity among each others, with several conserved domains. The most distinct is BRX domain - highly conserved in all BRX genes among distantly related species. This protein-protein interaction domain is required and sufficient for BRX activity."	64.84	384	7.00E-113	404	99.46091644
Solyc06g064940	1.307715691	5.456403922	26.13731854	3.18E-07	0.000279047	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g065630	-1.214586654	4.359487381	26.53966516	2.58E-07	0.000251747	"Monooxygenase (AHRD V1 **** B5GNT3_STRCL); contains Interpro domain(s)  IPR000103  Pyridine nucleotide-disulphide oxidoreductase, class-II "	AT5G11320	YUC4	Belongs to the YUC gene family.  Encodes a predicted flavin monooxygenase YUC4 involved in auxin biosynthesis and plant development.	70.07	401	1.00E-171	599	96.83698297
Solyc06g065970	1.566779615	5.705135516	13.06654524	0.000300617	0.029822223	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g068440	1.266125571	3.939754175	28.000691	1.21E-07	0.000152035	Cinnamoyl-CoA reductase (AHRD V1 **** Q4U1I5_SOLLC); contains Interpro domain(s)  IPR016040  NAD(P)-binding domain 	AT1G15950	ATCCR1	Encodes a cinnamoyl CoA reductase. Involved in lignin biosynthesis.	78.48	316	3.00E-145	511	94.59459459
Solyc06g069430	-1.578881034	4.158036587	13.2573889	0.000271508	0.028001217	"MADS box transcription factor (AHRD V1 ***- Q9SBQ1_PETHY); contains Interpro domain(s)  IPR002487  Transcription factor, K-box "	AT5G60910	AGL8	MADS box gene negatively regulated  by APETALA1	63.86	249	7.00E-83	303	97.56097561
Solyc06g069460	-1.572833267	4.120556518	27.20379243	1.83E-07	0.000200852	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g069730	0.888792244	4.636658389	14.23711044	0.000161161	0.020596507	"Chlorophyll a-b binding protein 4, chloroplastic (AHRD V1 ***- CA4_ARATH); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein "	AT3G47470	CAB4	Encodes a chlorophyll a/b-binding protein that is more similar to the PSI Cab proteins than the PSII cab proteins. The predicted protein is about 20 amino acids shorter than most known Cab proteins.	84.46	251	6.00E-125	443	98.80478088
Solyc06g071230	0.811415383	4.783696045	14.33077843	0.000153337	0.019886256	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g071480	1.006840409	3.997952227	19.20191872	1.18E-05	0.003439919	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g072290	-1.30864596	5.972031128	17.18906179	3.38E-05	0.007014572	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g074820	1.288737567	8.248736958	13.19043864	0.000281381	0.028537307	Aquaporin-like protein (AHRD V1 ***- D1M6Z5_CAPAN); contains Interpro domain(s)  IPR012269  Aquaporin 	AT2G36830	GAMMA-TIP	"encodes a tonoplast intrinsic protein, which functions as water channel. highly expressed in root, stem, cauline leaves and flowers."	76.89	251	2.00E-106	382	99.20318725
Solyc06g074910	-0.98125563	3.714169507	12.59451251	0.000386881	0.034889982	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g075260	0.918969008	2.867012682	12.89635137	0.000329223	0.031865669	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g076140	1.479850097	6.332136281	30.47066293	3.39E-08	9.68E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g076820	0.946979201	4.288147002	12.62756118	0.000380101	0.034780116	"Transcription factor (Fragment) (AHRD V1 *-** D6MKQ1_9ASPA); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type "	AT2G29660	NA	"zinc finger (C2H2 type) family protein; similar to zinc finger (C2H2 type) family protein [Arabidopsis thaliana] (TAIR:AT1G75710.1); similar to H0814G11.16 [Oryza sativa (indica cultivar-group)] (GB:CAJ86349.1); similar to CAA30374.1 protein [Oryza sativa] (GB:CAB53477.1); similar to Os03g0264600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049642.1); contains InterPro domain Zinc finger, C2H2-type; (InterPro:IPR007087)"	55.31	320	8.00E-84	307	80.05249344
Solyc07g005400	0.82746888	4.629983461	12.70677496	0.000364333	0.033940807	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g005470	0.735952607	4.547057022	12.06963954	0.000512496	0.04229619	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g005900	-0.965393369	4.934694363	11.87494815	0.000568941	0.044711933	Calcineurin subunit B (AHRD V1 ***- B6T814_MAIZE); contains Interpro domain(s)  IPR011992  EF-Hand type 	AT3G18430	NA	"calcium-binding EF hand family protein; similar to CAM9 (CALMODULIN 9), calcium ion binding [Arabidopsis thaliana] (TAIR:AT3G51920.1); similar to calcineurin-like protein [Eucalyptus grandis] (GB:AAL25647.1); contains InterPro domain EF-Hand type; (InterPro:IPR011992); contains InterPro domain Calcium-binding EF-hand; (InterPro:IPR002048)"	72.57	175	1.00E-64	241	98.86363636
Solyc07g006600	1.087758437	4.184811001	14.94229788	0.00011085	0.015860537	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g007160	1.068268078	3.536330993	19.77643794	8.70E-06	0.002664819	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g007980	1.363051474	3.163055688	16.05588981	6.15E-05	0.010652049	ATP binding / serine-threonine kinase (AHRD V1 **** C5DB71_VITVI); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 	AT5G15080	NA	"protein kinase, putative; similar to kinase [Arabidopsis thaliana] (TAIR:AT3G28690.2); similar to protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G01300.1); similar to Os01g0588500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043435.1); similar to serine/threonine protein kinase-like [Solanum tuberosum] (GB:AAU89742.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"	62.19	402	1.00E-133	473	90.24943311
Solyc07g008010	1.810927123	4.785138358	17.28185277	3.22E-05	0.006841831	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g008015	2.268421972	4.398492478	16.8342596	4.08E-05	0.007801871	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g009500	-2.289257741	2.136616144	13.84257156	0.000198781	0.023402615	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g018070	1.711077922	6.673097163	19.26161597	1.14E-05	0.003371477	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g018180	-1.643244345	2.314601151	16.43649249	5.03E-05	0.009197513	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g018290	3.286408315	2.632519399	28.82304494	7.93E-08	0.000123902	"AP2-like ethylene-responsive transcription factor At1g16060 (AHRD V1 *-*- AP2L1_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding "	AT5G57390	AIL5	"AIL5 (AINTEGUMENTA-LIKE 5); DNA binding / transcription factor; similar to PLT1 (PLETHORA 1), transcription factor [Arabidopsis thaliana] (TAIR:AT3G20840.1); similar to Pathogenesis-related transcriptional factor and ERF [Medicago truncatula] (GB:ABE82188.1); contains InterPro domain Pathogenesis-related transcriptional factor and ERF; (InterPro:IPR001471)"	50.5	505	1.00E-102	370	92.32409382
Solyc07g020960	2.431307061	3.781821518	15.09661342	0.000102146	0.014836588	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g021710	1.156326863	2.965445737	11.55558342	0.000675461	0.049672805	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g039310	1.819933823	2.874139606	12.73940718	0.000358031	0.03366388	Polyamine oxidase (AHRD V1 **** Q8LL67_AMAHP); contains Interpro domain(s)  IPR002937  Amine oxidase 	AT4G29720	ATPAO5	ATPAO5 (POLYAMINE OXIDASE 5); amine oxidase; similar to amine oxidase family protein / SWIRM domain-containing protein [Arabidopsis thaliana] (TAIR:AT4G16310.1); similar to putative polyamine oxidase [Brassica juncea] (GB:AAO16558.1); contains InterPro domain Amine oxidase; (InterPro:IPR002937)	56.62	551	5.00E-169	591	98.83268482
Solyc07g040750	-1.929332947	1.957435757	12.39657996	0.000430121	0.037372254	"ATP-dependent RNA helicase eIF4A (AHRD V1 ***- A8PG49_COPC7); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal "	AT3G13920	EIF4A1	eukaryotic translation initiation factor 4A-1	87.68	414	0	751	99.51690821
Solyc07g041735	2.104540196	2.098651041	18.48247448	1.71E-05	0.004606523	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g043320	1.461431152	5.128761086	12.99549955	0.000312241	0.030546874	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g045550	-1.952360892	1.762497266	21.98923059	2.74E-06	0.001388165	"Transcriptional regulator STERILE APETALA (AHRD V1 ***- SAP_ARATH); contains Interpro domain(s)  IPR017986  WD40 repeat, region "	AT5G35770	SAP	A recessive mutation in the Arabidopsis STERILE APETALA (SAP) causes severe aberrations in inflorescence  and flower and ovule development.	53.81	381	2.00E-111	399	98.16753927
